"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"ES",2000,16898890,11829223,21968557,0,0
"ES",2001,16911059.60938,11837741,21984377,0,0
"ES",2002,16923229.21876,11846260,22000197,0,0
"ES",2003,16935398.82814,11854779,22016018,0,0
"ES",2004,16947568.43752,11863297,22031838,0,0
"ES",2005,16959738.0469,11871816,22047659,0,0
"ES",2006,16980632.45628,11886442,22074822,0,0
"ES",2007,17001526.86566,11901068,22101984,0,0
"ES",2008,17022421.27504,11915694,22129147,0,0
"ES",2009,17043315.68442,11930320,22156310,0,0
"ES",2010,17064210.0938,11944947,22183473,0,0
"ES",2011,17079950.58754,11955965,22203935,0,0
"ES",2012,17095691.08128,11966983,22224398,0,0
"ES",2013,17111431.57502,11978002,22244861,0,0
"ES",2014,17127172.06876,11989020,22265323,0,0
"ES",2015,17142912.5625,12000038,22285786,0,0
"ES",2016,17147893.7875,12003525,22292261,0,0
"ES",2017,17152875.0125,12007012,22298737,0,0
"ES",2018,17157856.2375,12010499,22305213,0,0
"ES",2019,17162837.4625,12013986,22311688,0,0
"ES",2020,17167818.6875,12017473,22318164,0,0
"ES",2021,17168359.075,12017851,22318866,0,0
"ES",2022,17168899.4625,12018229,22319569,0,0
"ES",2023,17169439.85,12018607,22320271,0,0
"ES",2024,17169980.2375,12018986,22320974,0,0
"ES",2025,17170520.625,12019364,22321676,0,0
"ES",2026,17170996.5875,12019697,22322295,0,0
"ES",2027,17171472.55,12020030,22322914,0,0
"ES",2028,17171948.5125,12020363,22323533,0,0
"ES",2029,17172424.475,12020697,22324151,0,0
"ES",2030,17172900.4375,12021030,22324770,0,0
"ES",2031,17180547.875,12026383,22334712,0,0
"ES",2032,17188195.3125,12031736,22344653,0,0
"ES",2033,17195842.75,12037089,22354595,0,0
"ES",2034,17203490.1875,12042443,22364537,0,0
"ES",2035,17211137.625,12047796,22374478,0,0
"ES",2036,17223455.7125,12056418,22390492,0,0
"ES",2037,17235773.8,12065041,22406505,0,0
"ES",2038,17248091.8875,12073664,22422519,0,0
"ES",2039,17260409.975,12082286,22438532,0,0
"ES",2040,17272728.0625,12090909,22454546,0,0
"ES",2041,17284838.6,12099387,22470290,0,0
"ES",2042,17296949.1375,12107864,22486033,0,0
"ES",2043,17309059.675,12116341,22501777,0,0
"ES",2044,17321170.2125,12124819,22517521,0,0
"ES",2045,17333280.75,12133296,22533264,0,0
"ES",2046,17344895.05,12141426,22548363,0,0
"ES",2047,17356509.35,12149556,22563462,0,0
"ES",2048,17368123.65,12157686,22578560,0,0
"ES",2049,17379737.95,12165816,22593659,0,0
"ES",2050,17391352.25,12173946,22608757,0,0
"ES",2051,17401247.4,12180873,22621621,0,0
"ES",2052,17411142.55,12187799,22634485,0,0
"ES",2053,17421037.7,12194726,22647349,0,0
"ES",2054,17430932.85,12201652,22660212,0,0
"ES",2055,17440828,12208579,22673076,0,0
"ES",2056,17449248.5,12214473,22684023,0,0
"ES",2057,17457669,12220368,22694969,0,0
"ES",2058,17466089.5,12226262,22705916,0,0
"ES",2059,17474510,12232157,22716863,0,0
"ES",2060,17482930.5,12238051,22727809,0,0
"ES",2061,17490882.525,12243617,22738147,0,0
"ES",2062,17498834.55,12249184,22748484,0,0
"ES",2063,17506786.575,12254750,22758822,0,0
"ES",2064,17514738.6,12260317,22769160,0,0
"ES",2065,17522690.625,12265883,22779497,0,0
"ES",2066,17529611.675,12270728,22788495,0,0
"ES",2067,17536532.725,12275572,22797492,0,0
"ES",2068,17543453.775,12280417,22806489,0,0
"ES",2069,17550374.825,12285262,22815487,0,0
"ES",2070,17557295.875,12290107,22824484,0,0
